Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA0256,8753,8589,10111,2322,15,3214,3017,1021,1882,1625,1585,5073,1930,431,26,3251,66,692,2981,1350,4474,3550,3867,280
PA0257,1934,1747,1931,1157,11,1844,1782,598,1060,936,888,965,1223,303,2,1324,26,752,2396,792,1644,2343,0,0
PA0258,605,398,576,317,2,523,499,106,380,298,303,369,275,32,4,344,6,81,510,86,547,318,0,0
PA0259,11541,9532,11813,6627,32,9433,9437,2410,4822,4377,4200,4710,6829,1342,28,7945,86,3499,12411,2714,7876,5166,1,0
PA0260,2557,2491,2708,1792,39,2957,2668,981,2019,1650,1513,1393,1340,382,7,1614,37,719,2458,2723,2188,4486,1,0
PA0261,1380,1259,1494,257,4,505,427,136,325,297,280,1154,497,59,10,345,4,295,358,537,544,1023,0,0
PA0262,5496,5013,5645,1237,17,2408,2167,595,1175,980,985,1374,798,208,14,1626,16,424,1694,1724,2227,3865,614,33
PA0263,78,92,80,28,0,49,44,22,33,21,33,48,34,13,0,58,0,48,38,101,50,185,0,0
PA0263.1,4,7,8,13,0,17,15,13,19,17,24,4,10,1,0,12,0,16,30,9,18,11,30,1
PA0264,13704,9361,12850,9853,107,17186,16282,8530,16054,13951,13648,29454,9906,3558,155,8326,125,13828,12098,2566,13723,5140,4738,558
PA0265,14167,14798,14045,39897,166,52672,50514,19987,41409,39458,40920,27747,23639,6241,184,17618,117,19174,20436,3989,24826,9256,20250,1085
PA0266,13404,13855,11985,22392,153,64431,58850,17229,36589,41665,41516,2847,7208,2706,55,20154,147,3496,22617,3664,20188,8314,15495,951
PA0267,757,717,695,2674,15,4067,3152,753,1560,1239,1354,1465,863,98,9,1325,23,261,1574,1338,2725,3651,1761,149
PA0268,754,756,798,1508,14,1502,1237,460,781,600,613,1947,893,154,6,742,13,529,1118,1488,1026,4168,1352,125
PA0269,697,968,727,453,3,630,504,224,480,353,328,12714,2104,231,85,1074,21,875,4691,602,884,1190,456,57
PA0270,667,804,694,271,7,615,437,147,378,234,261,1422,259,60,7,815,7,92,2343,463,732,984,415,51
PA0271,882,902,866,252,1,658,544,143,360,311,260,848,184,51,4,795,7,55,2690,286,793,733,370,38
PA0272,2228,2369,2457,1118,9,1684,1417,450,1057,746,795,1587,586,150,9,2013,18,280,5666,1134,1880,3108,1476,118
PA0273,492,461,457,273,7,321,322,161,173,160,146,128,142,75,3,477,6,89,1808,1376,274,3490,412,97
PA0274,197,209,179,141,8,118,120,87,97,62,57,788,119,50,4,123,3,56,292,723,115,2004,215,57
PA0275,2211,2130,2406,1424,10,1180,1042,277,655,420,420,2239,655,89,6,906,11,325,1044,692,1305,2061,1051,75
PA0276,2162,2225,2403,480,8,2441,3013,380,759,588,592,3213,934,107,13,2414,6,479,1834,630,1471,2353,1169,95
PA0277,2868,2987,2911,901,9,3159,3990,581,1396,1002,951,1090,1316,167,16,1922,6,403,1559,846,1422,3071,1653,88
PA0278,486,449,549,408,5,988,1366,268,426,289,315,550,541,174,4,538,7,277,641,841,399,2747,652,68
PA0279,2986,3039,3080,1920,15,3242,3321,666,1666,1079,1147,14060,2989,306,75,2288,15,1365,2090,917,3253,2501,2405,96
PA0280,719,754,776,3670,14,1054,1059,316,614,390,424,3061,939,155,25,2256,15,396,1199,1047,2236,2676,5203,160
PA0281,398,394,392,1210,9,430,472,213,283,202,198,139,212,87,1,907,11,107,409,864,767,1984,1864,128
PA0282,301,272,288,750,2,238,192,119,149,108,107,117,157,47,1,569,4,61,259,799,475,1569,1256,70
PA0283,352,315,398,3945,8,340,358,296,449,338,341,226,307,91,4,2170,16,141,620,1088,2211,1868,8901,147
PA0284,115,94,115,940,0,79,90,71,87,76,76,114,84,17,0,821,7,19,171,169,1021,294,844,31
PA0285,1486,1565,1518,2747,31,2688,2600,1317,2436,1891,1742,1197,1823,275,11,2151,49,776,3034,2569,2035,5311,4055,314
PA0286,4048,3732,4047,14809,41,6186,5513,5302,11325,7735,7588,4505,2300,664,47,3890,134,2097,6495,2269,7208,4589,10722,629
PA0287,457,509,482,426,10,454,469,260,401,329,342,828,273,60,6,326,6,186,385,1432,397,3525,373,128
PA0288,143,147,154,245,6,400,420,272,338,285,309,116,367,87,6,272,8,175,307,1046,213,2675,554,97
PA0289,3457,3683,3426,1824,13,2200,2025,717,1414,1066,1010,9696,1756,257,54,1870,14,1195,1633,994,1775,2885,2153,142
PA0290,5473,5844,6210,3951,41,6764,5598,1836,4495,3098,3007,3193,2292,640,21,4256,84,1404,2723,1558,6860,4150,5203,351
PA0291,6780,7391,7247,11143,37,5439,5060,4615,9657,6306,7218,3597,4011,503,26,6800,134,1817,5840,2212,8499,4592,9748,432
PA0292,1424,1433,1448,2722,6,1847,1748,810,1744,1156,1271,2742,886,206,16,1292,18,743,1738,1286,1429,2769,2751,173
PA0293,229,280,230,271,6,217,224,142,144,144,113,194,168,62,3,292,10,134,236,871,265,1985,263,80
PA0294,1155,1108,1049,818,9,1454,1421,426,808,692,649,513,614,123,4,705,18,286,921,791,774,1655,681,83
PA0295,2724,3055,2451,1824,17,3039,2930,1141,2902,2249,1932,911,1607,369,10,1080,23,766,1374,1194,1663,2897,1831,152
PA0296,19113,19921,19173,10336,78,21770,19527,6791,14023,10594,9956,6463,2727,1069,64,6115,90,1647,8002,2155,10833,9130,5549,364
PA0296.1,3298,3119,3654,998,4,791,774,333,576,540,512,856,569,139,11,1100,24,403,1395,231,1061,470,1034,61
PA0297,22905,19319,23232,6120,39,11742,11532,4488,10193,9222,8903,38491,7458,1181,217,6354,62,6596,9832,1872,10859,3239,4851,327
PA0298,13932,16100,14097,5939,55,12851,12273,5734,12397,10111,9832,8172,3482,827,69,6613,74,1913,6371,2247,8519,5912,5143,471
PA0299,15182,17846,16411,13702,85,21913,22221,8256,19404,12641,14373,5778,3676,987,53,12405,153,2272,9422,3259,12539,6320,10951,636
PA0300,9405,10224,9623,7023,36,9510,9160,3134,7054,4935,5225,5026,4121,827,32,4878,106,2582,6371,2054,7513,4329,8581,557
PA0301,2176,2571,2173,2258,22,2492,2315,1470,3354,2228,2213,4409,3333,548,30,1222,58,1638,1949,1528,2069,2861,2665,267
PA0302,2187,2665,2293,2571,19,3201,3066,1438,3248,2335,2295,863,1471,379,7,1349,38,645,1763,1501,1963,2919,3491,235
PA0303,2692,3127,2880,1301,13,2705,2416,866,2157,1446,1474,729,630,173,7,1120,23,258,1408,988,1600,2059,1971,173
PA0304,2723,2763,2636,2359,16,4948,4953,1834,4307,3458,3661,3603,2286,274,25,2539,28,800,2678,1128,3428,1975,2963,165
PA0305,1334,1421,1307,1447,27,1643,1558,721,1217,791,783,1375,1417,324,12,1151,19,681,1494,3134,1065,5732,2496,351
PA0306,348,355,358,920,10,657,602,296,492,354,354,236,389,98,3,545,12,175,653,1450,628,2661,1175,119
PA0306.1,1714,1467,1855,1620,10,1606,1434,547,1478,950,938,3660,1298,218,28,1453,39,494,1952,891,1947,1846,1247,114
PA0307,811,868,911,1654,6,1688,1621,617,1955,1218,1123,665,1296,121,4,1263,12,486,1794,884,1741,1558,963,61
PA0308,905,858,937,2782,10,2322,2111,782,1607,1120,1248,10323,1916,240,59,1543,25,1343,2119,1560,2102,2878,2218,154
PA0309,1745,1728,1619,3939,8,2423,2127,720,1544,1308,1170,6058,1818,227,47,1736,17,1345,2374,1214,2386,2391,3624,137
PA0310,1969,1518,2031,3113,8,1779,1902,1040,1672,1560,1604,1091,2833,534,13,1930,21,1576,2528,1031,1836,2220,2411,161
PA0311,246,201,219,825,4,595,655,389,502,518,491,3191,873,191,17,759,14,699,831,832,369,1547,489,46
PA0312,4187,4019,4500,3198,19,3727,3516,1044,2446,2091,2100,47685,4245,514,242,3109,47,3179,2861,1022,3458,2186,3440,129
PA0313,2721,3070,3081,1838,23,2655,2251,612,1507,1144,1167,4377,1164,162,23,1520,17,758,1350,959,1711,1973,2206,105
PA0314,1401,1352,1555,983,7,780,710,367,689,550,504,4947,1227,195,20,549,17,789,1005,1118,917,1730,1078,103
PA0315,1513,1441,1708,1732,18,1891,1788,772,1248,1210,1255,23679,4253,425,128,1040,84,3852,3120,1128,3749,1122,3996,374
PA0316,2479,2454,2497,7352,42,5319,5116,2379,5026,4062,4385,2514,5527,881,28,5527,85,3033,12399,2629,6256,3575,4593,257
PA0317,1578,1568,1754,5585,25,5650,5320,3044,6426,5328,4998,3689,5300,986,22,3888,61,2851,7423,2507,3858,4041,6041,319
PA0318,2390,2220,2535,4422,13,4172,4001,1324,2672,2287,2397,8185,9024,1045,49,2777,39,3600,4781,1397,2994,2337,3111,175
PA0319,617,529,629,2657,14,1865,1772,1180,2598,1909,1835,690,1903,308,7,1265,31,756,2762,1560,1169,2569,2909,170
PA0320,109,108,136,157,2,317,266,380,496,426,492,1306,672,73,8,151,9,9874,353,519,1232,739,364,59
PA0321,849,934,893,761,17,955,915,377,622,491,559,582,459,124,6,1141,15,418,702,1739,1113,3225,1024,156
PA0322,1203,1237,1261,820,10,896,883,357,577,437,434,437,379,119,5,776,14,305,759,2135,1004,4785,1005,155
PA0323,700,642,669,403,11,525,498,263,324,273,245,260,271,83,3,445,17,151,424,1344,482,2830,397,124
PA0324,430,518,517,257,13,326,286,163,184,114,125,251,140,70,2,242,7,111,248,1295,310,2525,330,109
PA0325,1387,1355,1434,654,12,897,785,319,501,364,334,435,296,76,4,722,11,211,683,1353,755,3088,797,131
PA0326,363,328,368,353,9,376,406,236,251,231,233,234,268,78,5,265,3,153,333,1508,277,3468,336,146
PA0327,1879,2040,1962,813,13,1401,1273,447,820,699,705,1050,658,114,9,749,11,1860,728,1492,1892,3589,1007,125
PA0328,5275,5744,5783,2269,26,4737,4460,1303,2984,2137,2024,16676,2179,344,71,1906,23,1693,1837,3466,2556,8173,2078,266
PA0329,17547,19162,22818,10787,21,6802,5591,1986,4853,3939,3953,15738,7822,801,114,9871,107,7367,16913,1815,14487,2620,24227,742
PA0330,1068,957,1073,2238,13,2647,2634,1144,2818,2304,2323,5643,5278,449,34,1806,31,2546,2819,1261,2086,2834,3801,161
PA0331,996,779,945,2665,29,2432,2350,1375,2936,2000,2195,595,1568,261,5,1688,28,521,2565,3169,1672,7267,4212,316
PA0332,7915,8216,9363,3116,10,2912,2765,785,2177,1790,1851,20230,3262,277,114,4115,18,2570,3678,1070,5123,2581,5999,217
PA0333,6520,6309,7407,2813,15,2216,1988,771,1862,1387,1493,8951,2040,221,53,3395,18,1481,3124,2304,3020,6103,5654,203
PA0334,1284,1310,1377,1260,17,1214,1136,540,1094,930,962,1136,794,187,10,998,15,482,1335,2478,999,5965,3291,175
PA0335,769,700,739,1151,11,1400,1397,551,1014,931,893,1103,783,168,7,708,11,571,1140,1262,985,2941,1477,118
PA0336,5969,5912,6278,8901,50,9783,9085,3870,9168,6824,7164,18442,7569,1333,95,5006,121,9239,8729,1907,9021,4133,12080,469
PA0337,22125,25178,23706,24613,89,29375,26849,8169,22060,16233,15920,12052,21114,2354,94,14946,153,7122,19393,5676,18867,13256,34066,963
PA0338,4019,3582,4126,3823,33,6431,5937,2842,6276,4847,4964,4477,3279,556,25,3739,46,1762,5200,2267,4319,6459,3778,325
PA0339,1692,1589,1891,1591,13,1917,1651,677,1610,1160,1200,1534,1335,203,8,1298,22,532,1542,1611,1555,3950,1802,110
PA0340,993,1016,1084,691,11,1028,953,475,1018,775,748,1520,810,154,10,678,13,504,798,1567,915,3960,1157,138
PA0341,1449,1435,1399,1934,12,1980,1865,729,1957,1244,1316,2926,1626,214,24,1511,24,793,1678,1627,1667,3659,2761,194
PA0342,1681,1303,1618,3978,17,3273,2977,1654,3788,2812,2645,4931,4416,638,40,2767,33,2482,4351,1789,3269,3561,4511,220
PA0343,2157,2231,2160,3121,11,3421,3146,1438,3175,3026,2745,1225,2169,297,10,3390,23,730,3946,1655,2686,3922,4076,168
PA0344,2652,2574,2679,2036,19,2151,1864,720,1357,1152,1119,1196,847,155,11,2409,14,258,1991,2820,2812,8152,3956,229
PA0345,7017,7046,6635,4326,22,4346,3985,1101,2995,2669,2567,6395,2284,236,50,5621,19,1955,4266,3052,6809,8944,7310,290
PA0346,504,486,527,1311,6,1804,1304,498,1170,709,698,795,448,54,9,1003,35,256,1243,1095,2889,2003,652,59
PA0347,909,927,877,1634,16,2229,1660,759,1808,1159,1149,649,554,125,8,1134,49,356,1221,2763,3254,6279,1200,153
PA0348,1746,1876,1952,1541,16,1436,1358,459,897,692,718,2152,869,147,19,1268,19,528,1153,2265,1221,6451,1305,150
PA0349,925,1026,992,565,14,591,545,250,421,316,274,467,503,115,3,487,11,209,482,2083,536,5740,713,133
PA0350,751,738,754,1510,7,1266,1333,505,1041,831,870,2492,1409,164,21,851,13,664,1160,1084,1100,2548,1392,70
PA0351,630,649,609,1094,8,1072,992,502,899,673,710,500,648,150,2,718,16,332,947,1096,691,2524,1079,105
PA0352,1300,1402,1246,3251,23,2442,2476,1253,2806,2334,2444,1816,4964,327,14,1571,17,1353,1792,2836,1361,7152,1981,198
PA0353,5987,6259,5953,11040,39,5677,5373,2942,6526,4325,4273,2154,3023,918,25,5668,73,1578,8124,4751,4230,10736,10707,594
PA0354,2399,2593,2283,2676,16,2334,2274,1083,2568,2195,2248,958,2484,285,9,2895,38,873,3001,2537,2600,6539,3006,212
PA0355,9060,9095,8352,6145,14,2796,2263,735,1821,1827,1696,11692,1565,320,86,18316,91,5686,9222,2169,10668,5507,3418,322
PA0356,418,378,465,1305,9,1174,1052,650,1715,1179,1183,1440,1097,170,10,749,17,498,1524,1496,925,4188,1610,125
PA0357,1169,933,1220,4695,23,4151,3940,1892,3831,2731,2744,2262,2633,471,18,2832,44,1467,4897,2219,3473,4921,4167,233
PA0358,781,766,836,649,7,602,614,352,820,516,479,848,423,54,4,637,8,181,768,1060,718,2896,550,78
PA0359,8167,6165,7582,4909,30,6273,7133,2004,4492,3565,3477,33547,24452,3263,180,4069,108,14394,7708,1360,4980,2585,1852,139
PA0360,3082,2703,3190,2372,26,3967,3666,1226,2594,2224,2152,4843,2718,425,32,2675,34,1143,2385,2134,3086,5399,2580,191
PA0361,2003,1999,1919,3986,25,5152,5309,1979,4199,3755,3686,19223,6609,867,97,3095,36,3133,3853,4071,3046,11474,5193,340
PA0362,2784,2165,2613,1877,16,3620,3512,1688,3760,2768,2936,6905,6652,1311,51,2320,35,6574,3953,702,2827,1834,2794,135
PA0363,441,320,424,1305,12,1140,1091,651,1467,1157,1182,1805,2095,298,11,1117,23,1344,2130,1005,1231,2627,2131,86
PA0364,4186,3953,4053,903,15,1164,1072,616,1068,719,722,690,742,140,5,1135,19,286,1652,3215,1049,8445,3414,260
PA0365,1754,1791,1804,335,6,764,787,160,322,258,242,1080,435,77,12,437,6,79,562,947,476,2431,2268,120
PA0366,5704,6394,6150,1985,27,2387,2189,617,1445,1129,1089,34724,3829,664,171,1897,50,2165,2631,2766,2108,8748,7917,295
PA0367,1238,1162,1270,955,16,1062,943,408,765,526,585,684,434,180,4,804,17,270,1283,1231,875,3955,1897,135
PA0368,1718,1678,1644,1764,8,1749,1646,652,1415,1216,1210,1303,693,141,8,1265,16,304,1696,2048,1506,6332,2493,161
PA0369,690,712,743,731,9,1109,1021,385,945,869,784,130,233,45,1,545,2,70,854,848,672,2662,1774,69
PA0370,235,253,233,838,7,1176,1063,383,884,739,672,165,248,61,4,552,8,62,916,1126,615,3213,2117,103
PA0371,625,748,666,3123,21,3066,2623,1116,2381,1752,1565,6843,5051,692,28,1416,66,1476,2403,3444,1555,8511,6425,450
PA0372,656,699,675,3603,22,1710,1463,872,1849,1391,1319,714,1257,277,8,1193,35,924,1973,2962,1332,7084,5171,384
PA0373,2194,1671,1963,9453,51,11334,11136,7210,13264,11692,11484,13489,14229,2592,93,7076,161,12038,13041,4532,6928,9572,16550,723
PA0374,1476,1557,1586,4064,23,5382,5091,2824,5335,4677,4585,2118,2644,699,20,3084,50,972,5046,1787,3168,3706,5760,270
PA0375,4650,4859,4685,6301,29,10865,10048,3830,9232,8648,8590,1812,3948,621,25,7539,37,1874,8588,2202,6102,5285,9832,309
PA0376,31719,31497,30894,98875,230,48579,45449,34038,70315,58025,60981,136644,81100,15374,835,77200,912,171416,99830,11347,74946,26657,109116,5303
PA0377,587,561,567,1805,8,1537,1403,637,1517,1213,1256,446,1362,176,9,1971,16,582,1962,1296,1519,3240,1531,110
PA0378,376,379,412,1682,11,1536,1488,793,1760,1379,1416,721,2106,246,2,1742,19,1055,2186,1377,1246,3873,1857,90
PA0379,389,349,375,795,11,826,757,260,658,479,491,1053,533,89,4,590,5,314,886,711,899,1675,735,52
PA0380,146,106,136,382,0,660,604,352,951,920,817,1151,1374,119,12,502,5,550,762,360,518,715,803,27
PA0381,357,365,376,2748,13,2184,2062,1586,3678,2771,2580,4315,5444,863,27,1376,33,2501,2520,1915,1338,4039,3733,229
PA0382,516,417,469,2990,16,2408,2434,1620,3763,3003,3327,3467,3301,314,26,1831,44,1814,3095,1559,1570,3298,4250,166
PA0383,3069,3262,3308,1936,21,2041,1850,864,1909,1571,1513,1168,1228,178,8,1879,18,539,1879,2593,2048,7209,2485,178
PA0384,515,490,563,230,3,195,138,135,209,144,136,461,165,36,3,204,11,108,224,374,269,1042,253,25
PA0385,212,162,224,249,4,291,265,161,385,264,266,2521,1141,131,12,214,8,796,354,440,317,1279,349,36
PA0386,510,492,563,1086,12,851,793,641,1219,828,868,254,768,143,4,628,11,234,1039,2466,520,6216,1000,157
PA0387,18114,18608,18681,5362,4,3991,3998,1263,2892,2179,2394,12103,8390,762,82,4787,32,2903,5837,1474,4661,3521,5565,168
PA0388,8638,10264,9486,3165,15,1914,1699,948,1812,1132,1287,5997,2217,929,38,2337,60,2311,3463,1148,2243,2878,3506,332
PA0389,479,406,515,902,7,1424,1239,556,1130,899,842,479,482,139,7,801,16,225,1073,1203,816,2651,1299,115
PA0390,885,926,846,2177,13,1608,1498,859,1938,1371,1260,464,1032,237,6,1621,21,638,1976,2362,1520,4770,2515,205
PA0391,11111,11848,7869,7761,59,11300,10978,3401,8699,5971,5460,12161,3678,704,73,2914,90,1889,4119,3367,5299,11658,3535,315
PA0392,651,757,707,1635,7,1372,1237,662,1597,1116,1133,1137,918,260,7,708,14,688,1495,913,927,2432,2912,201
PA0393,3984,3838,3431,10853,13,5829,5986,4848,8307,7498,7484,5600,5128,1030,34,4102,55,5399,6295,2097,4679,4699,15962,665
PA0394,1306,1317,1328,3118,21,2229,2167,1426,2812,2346,2138,6385,3058,614,47,2102,26,2535,3141,1486,2093,3542,4047,263
PA0395,4383,4392,4538,5093,33,5848,5132,2787,6375,4466,4085,15800,5329,881,99,2415,72,3382,3876,2297,5506,5753,4515,268
PA0396,16744,16350,16732,6363,68,15008,15263,6035,12935,9812,9131,16178,23866,4333,88,4692,84,11364,6968,2472,7335,6834,5849,372
PA0397,4878,5055,5304,1868,17,3208,3356,1035,2264,1834,1664,1505,1866,470,9,2237,28,730,2174,1729,2181,3542,1870,171
PA0398,892,730,1007,825,6,857,765,313,701,507,516,2961,906,112,16,493,15,578,1065,690,1425,1482,1392,77
PA0399,4070,4344,4139,4839,33,9682,7983,1478,3189,2703,2838,4071,2029,332,36,2826,62,956,2912,3313,6882,6861,5422,285
PA0400,1943,2141,2068,2607,23,5659,4567,708,1685,1175,1418,890,737,208,10,1691,45,410,1797,2728,3431,5030,3390,171
PA0401,1580,1561,1526,4000,20,4258,3929,1794,4031,2734,2813,567,1121,468,3,2475,44,433,3695,2765,2406,6148,6235,329
PA0402,1352,1194,1266,3899,16,3122,3110,1745,4057,2728,2703,443,954,343,7,1738,35,820,3051,1958,1528,4684,5494,286
